thread_id,customer_text,predicted_intent,intent_confidence,drafted_reply,grounded_on_threads,reply_method,routing_action,routing_reason
2029403,"Why is that then when y’all release a new iphone, mine starts acting like trash?? @115858 @AppleSupport",other,0.728,"@274460 If you haven’t yet, please back up your device and update it to the latest version iOS 11.1.2, which addresses this issue. For more info, check out: https://t.co/xXaXeeSRt9
649784,274460,True,Wed Nov 22 21:19:20 +0000 2017,@AppleSupport I'll give it a whirl https://t.co/EAZbK3Uk3m,,649783
649785,274460,True,Wed Nov 22 20:49:29 +0000 2017,@115858 @AppleSupport Wow wasn’t even try with the I? but there ya go,649783",649783;570158;1726229,retrieval_template,auto_handle,Intent confidence 0.73 is high and a similar past resolution was found -- safe to auto-handle.
2974414,Yo @AppleSupport why is my IPhone 7 Plus a piece of garbage? It freezes every time I try and do anything at all.,other,0.503,@119048 That's not expected behavior. Let's see if removing and reinstalling that app helps at all: https://t.co/fsBJsLJWMK,2587905;2307534;2948392,retrieval_template,auto_handle,Intent confidence 0.50 is high and a similar past resolution was found -- safe to auto-handle.
639768,Hey @AppleSupport @115858 please bring back Display Zoom on the iPhone X - thanks! ????????????,other,0.868,"@628663 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",2137177;188560;2371151,retrieval_template,auto_handle,Intent confidence 0.87 is high and a similar past resolution was found -- safe to auto-handle.
2039520,@115858 @AppleSupport @116333 why passwords? Fingerprint +trusted phone not enough? new iPad cant connect WiFi. 3 Apple products connected!,other,0.361,@490986 We'd like to look into this with you. Could you please send us a DM so we can gather some info? https://t.co/GDrqU22YpT,1598570;1693479;2141617,retrieval_template,escalate,Intent classifier confidence 0.36 below threshold 0.5 -- unclear what the customer needs.
546526,"@AppleSupport what’s Wrong With This #Ios11.2 Update , I am Facing Battery Issues After Updating My Phone , I Have To Charge My Phone Twice A DaY , Kindly Please Provide Stable Ios Update to Fix Battery Issues of Iphone",other,0.638,@511709 We’d be happy to look into both issues with you. Please meet us in DM to continue. https://t.co/GDrqU22YpT,1683487;1789026;291395,retrieval_template,auto_handle,Intent confidence 0.64 is high and a similar past resolution was found -- safe to auto-handle.
1040206,@AppleSupport so after going to ios 11 and when i tryed to do touch id set up it doesnt work and now my battery is draining fast,other,0.584,@284743 Hi! We know that you rely on your iPhone's battery and need things to be available when you're ready to use them. Let's get to the bottom of the issue. What type of device are we working with? Please DM us. https://t.co/GDrqU22YpT,689406;1527750;1936745,retrieval_template,auto_handle,Intent confidence 0.58 is high and a similar past resolution was found -- safe to auto-handle.
1702030,I? I? I? I? I? I? I? I? I? why is this a thing? @AppleSupport,other,0.812,"@608337 You're in the right place. Which device are you using, and when did the Touch ID error begin? Let's meet in DM to discuss. https://t.co/GDrqU22YpT",2056933;2185495;898710,retrieval_template,auto_handle,Intent confidence 0.81 is high and a similar past resolution was found -- safe to auto-handle.
2455366,Bring Back my sound @AppleSupport ????,other,0.799,@136574 Thanks for contacting us for support. Let's look into this together. Could you tell us which Apple product you're using?,188560;1002790;1992973,retrieval_template,auto_handle,Intent confidence 0.80 is high and a similar past resolution was found -- safe to auto-handle.
2031711,Bro my phone was not acting up with the letter i until today wtf @AppleSupport,other,0.388,"@741177 We can help. DM us the type of iPhone you're using, the iOS version and the details of the situation you're experiencing. https://t.co/GDrqU22YpT",2623618;1509970;1524118,retrieval_template,escalate,Intent classifier confidence 0.39 below threshold 0.5 -- unclear what the customer needs.
1358127,@AppleSupport very disappointed with the #iPhoneX preorder. My order was cancelled over night. Now I have to wait till Dec for my phone.,other,0.814,"@622694 We do understand your excitement waiting for your new iPhone. To check the status or get updated information, you'll want to speak with our Sales Support team. You can reach them at https://t.co/8yjRd1Xo0i",2110962;2907931;2583120,retrieval_template,auto_handle,Intent confidence 0.81 is high and a similar past resolution was found -- safe to auto-handle.
2358775,@AppleSupport I’m keep on having problems with my Touch ID,other,0.538,@217831 We'd like to continue working with you on this issue in a DM. Send us one using the link below. https://t.co/GDrqU22YpT,432364;1640824;2271619,retrieval_template,auto_handle,Intent confidence 0.54 is high and a similar past resolution was found -- safe to auto-handle.
2943307,"@AppleSupport A previous report from a user here on twitter is confirmed. Was able to log into root on my macbook's guest account, even though System Prefrences is disabled on the account. Clicking allow once and using root multiple times let me in.",other,0.663,@586237 We're happy to take a look. Does this still appear as an option after restarting your Mac? Which macOS version is installed?,1980401;2112816;2627806,retrieval_template,auto_handle,Intent confidence 0.66 is high and a similar past resolution was found -- safe to auto-handle.
1220431,@AppleSupport is there anyway to stop update notifications? It appears these updates are for the iPhone X.,other,0.675,@162331 Oldest backups are deleted when the backup disk is full. Here’s more info on Time Machine backups: https://t.co/aT16GG0KcX,854602;2634969;413789,retrieval_template,auto_handle,Intent confidence 0.68 is high and a similar past resolution was found -- safe to auto-handle.
327622,@115858 @AppleSupport - i m really missing auto brightness in iOS 11 ??,other,0.854,@173779 We can make that happen. The setting for that moved in iOS 11. You can read more on that here: https://t.co/bkqEVCrK2l,243310;1080455;713348,retrieval_template,auto_handle,Intent confidence 0.85 is high and a similar past resolution was found -- safe to auto-handle.
2852342,"@AppleSupport Hiya, I sorted it by deleting the old back up. Thanks !",other,0.763,@430820 Got it. Let's continue in DM. https://t.co/GDrqU22YpT,1332361;413789;1002790,retrieval_template,auto_handle,Intent confidence 0.76 is high and a similar past resolution was found -- safe to auto-handle.
2734459,@AppleSupport Hi. My iPhone is overheating to the point where I can’t hold it. @118101 say they can’t do anything even though I’m still in contract for another 7 months. They have said I need to contact yourselves even though the phone is now 17 months old. Can you help?,other,0.843,@133880 Let's look into this together. Does this happen when exiting out of apps that use landscape orientation? Let us know in DM. https://t.co/GDrqU22YpT,1820140;2055102;2847535,retrieval_template,auto_handle,Intent confidence 0.84 is high and a similar past resolution was found -- safe to auto-handle.
642002,Hey @AppleSupport  I’m getting this suspicious pop up that directs me to a website claiming it’s Apple. I don’t believe it is you and I can’t make it go away. https://t.co/fbCXIisSJz,other,0.823,@151805 Have you tried a normal restart of the device? This simple step can resolve download issues like this. This article explains how to do a normal restart: https://t.co/OWRDHWSt4h,155966;2137177;1066893,retrieval_template,auto_handle,Intent confidence 0.82 is high and a similar past resolution was found -- safe to auto-handle.
2149132,My iphones Touch ID isn’t working and it’s pissing me offfff -_- I’ve tried fixing it two different ways already and NOTHING @115858 @AppleSupport,other,0.835,@204544 Crossfading tracks is still part of iTunes. Are you using iTunes in Windows or macOS? https://t.co/WbmJ1QQd2I,373650;1302856;1839673,retrieval_template,auto_handle,Intent confidence 0.84 is high and a similar past resolution was found -- safe to auto-handle.
2799470,"@118721 @115858 @AppleSupport hey guys I keep getting this email, I believe it is a phishing email can you please advise. https://t.co/KsevNGjJWF",other,0.846,"@565744 So that we can better determine the legitimacy of the email received, go ahead and meet us within DM here: https://t.co/GDrqU22YpT",1898267;1147039;461996,retrieval_template,auto_handle,Intent confidence 0.85 is high and a similar past resolution was found -- safe to auto-handle.
2001519,This box gotta go @AppleSupport I?I? I?,other,0.864,"@589947 If you're having an issue, please DM us with the version of iOS you're running and the device model. We'll be happy to help! https://t.co/GDrqU22YpT",1993430;1656544;1680012,retrieval_template,auto_handle,Intent confidence 0.86 is high and a similar past resolution was found -- safe to auto-handle.
484497,@AppleSupport  https://t.co/SwTQGDpjeL,other,0.964,"@727159 You've reached the right place for support. To start, can you tell us more about this screenshot? When did you start receiving this message? Also, which model of iPhone and iOS version are you using?",2562315;1442789;967778,retrieval_template,auto_handle,Intent confidence 0.96 is high and a similar past resolution was found -- safe to auto-handle.
2242093,@AppleSupport what is this can't log in https://t.co/TPsDdJEL35,other,0.89,@592697 We'd be happy to help you with this. Check out our article here: https://t.co/xU1AGHStV6 DM us any other questions. https://t.co/GDrqU22YpT,2004297;1928846;2363025,retrieval_template,auto_handle,Intent confidence 0.89 is high and a similar past resolution was found -- safe to auto-handle.
447413,@AppleSupport hi I’m trying to update my billing details but it either says my payment was declined when I have not purchased anything or says that my form isn’t filled in when it’s completed.,other,0.559,"@430305 Hi! The info on this page should help: https://t.co/U96y4MTG7k If it doesn't, please reach out here: https://t.co/SDIe7UiyJN",1329976;1424752;1288979,retrieval_template,auto_handle,Intent confidence 0.56 is high and a similar past resolution was found -- safe to auto-handle.
1327362,@232675 @AppleSupport my iphone won’t pair with my BMW bluetooth after upgrade- please supply link to fix,other,0.608,@672989 We’d like to get to the bottom of this. Use this guide to begin: https://t.co/gl1kJmEDP2 Let us know your results.,2322538;2771763;310241,retrieval_template,auto_handle,Intent confidence 0.61 is high and a similar past resolution was found -- safe to auto-handle.
588187,"Hey, @115858! How about releasing an update that DOESN’T kill your battery. My 6 has a ton of great features, and they’re all turned off to save battery life. I lost a percent every 15 seconds this morning CHECKING MY EMAIL! @AppleSupport",battery_drain,0.386,@407124 We can help out. What iOS version are you currently on?,1679137;2143261;2487166,retrieval_template,escalate,Intent classifier confidence 0.39 below threshold 0.5 -- unclear what the customer needs.
1404108,rcvd phishing mail to apple id seeking to unlock account n card details n replicated url. @AppleSupport how do they get my app ID,how_to_question,0.492,"@622694 We're happy to look into this with you. If you have apps tied to another Apple ID, delete them, and download again under your own ID. Please DM with details of the error message you're getting, if you need further assistqance. https://t.co/GDrqU22YpT",2703238;1550834;2406746,retrieval_template,escalate,Intent classifier confidence 0.49 below threshold 0.5 -- unclear what the customer needs.
2965373,Had no choice but to turn off autocorrect on my IPhone today. Really Apple? Why is it taking this long to fix the bug that changes “it” to “I.T.” Please get I.T together! @AppleSupport @115858 https://t.co/6W5O7uvuK2,other,0.791,@670790 We'll be happy to look into this. DM us and we'll get started. https://t.co/GDrqU22YpT,2313122;2017186;1715634,retrieval_template,auto_handle,Intent confidence 0.79 is high and a similar past resolution was found -- safe to auto-handle.
244710,@AppleSupport Thanks again for proactively getting engaged on this,other,0.831,"@516715 You're welcome, it's our pleasure. We look forward to hearing from you if any questions come up.",1704709;663887;389698,retrieval_template,auto_handle,Intent confidence 0.83 is high and a similar past resolution was found -- safe to auto-handle.
161238,"I could be getting killed somewhere &amp; no one would know bc I wouldn’t be able to call for help on time, thanks to IOS 11 @AppleSupport @115858 ????",other,0.837,@559645 We understand the importance to make calls. Let's work out here: https://t.co/XlmCP2gCtj DM if you need further assistance https://t.co/GDrqU22YpT,1874642;215337;981948,retrieval_template,auto_handle,Intent confidence 0.84 is high and a similar past resolution was found -- safe to auto-handle.
847710,@AppleSupport What’s the deal with this new iOS update? My iPhone 7 randomly locks when I’m using it and the battery life is worse now!,battery_drain,0.418,@591929 Let’s look into this for you. Send us a DM with which device you are using and the iOS version it's running. https://t.co/GDrqU22YpT,2001817;1419093;338623,retrieval_template,escalate,Intent classifier confidence 0.42 below threshold 0.5 -- unclear what the customer needs.
2273996,@AppleSupport how do i remove subscriptions from my apple account?,how_to_question,0.754,@528334 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1754125;1369003;2132095,retrieval_template,auto_handle,Intent confidence 0.75 is high and a similar past resolution was found -- safe to auto-handle.
2545646,"Honestly, @AppleSupport I’m over your shit. Get it together! I purchased an IPhone, not an I? phone",other,0.656,@400980 We would like to help with this. Are you experiencing the issue with specific apps? Let us know in DM. https://t.co/GDrqU22YpT,2525481;1579102;2000746,retrieval_template,auto_handle,Intent confidence 0.66 is high and a similar past resolution was found -- safe to auto-handle.
1125375,@AppleSupport ever since I’ve updated my phone my what’s app isn’t sending me notifications when I have a message?????,other,0.675,@613156 We're here to help with any issues you maybe having. Provide a description of the issue to us in a DM using this link: https://t.co/GDrqU22YpT,2073081;756533;999005,retrieval_template,auto_handle,Intent confidence 0.68 is high and a similar past resolution was found -- safe to auto-handle.
1541056,@115858 @AppleSupport  EYE can’t type the  letter that comes after comes after “H” w/o looking like I’m speaking in codes. I? I? I? I? I?,other,0.841,@168306  Let's look into this. Send us a DM letting us know if you are updated to iOS 11.1. https://t.co/GDrqU22YpT,1517812;1756390;1459852,retrieval_template,auto_handle,Intent confidence 0.84 is high and a similar past resolution was found -- safe to auto-handle.
162867,"@AppleSupport My thanksgiving badge will show up eventually, right? https://t.co/mciM6ffgmX",other,0.844,@171702 Thanks for the update. Go ahead and try to call someone to check your cellular network connection. Let us know how that goes.,233952;1726213;1467529,retrieval_template,auto_handle,Intent confidence 0.84 is high and a similar past resolution was found -- safe to auto-handle.
243050,@AppleSupport I swear y’all make things so difficult ?? why can’t you use iCloud music and add you’re own music? That’s so gah damn dumb ????,other,0.537,@610144 We'd be happy to see how we can help. Have you tried resetting your password yet? Here's how: https://t.co/fJnZYmbI9N https://t.co/GDrqU22YpT,2063056;667810;1725179,retrieval_template,auto_handle,Intent confidence 0.54 is high and a similar past resolution was found -- safe to auto-handle.
2422245,@AppleSupport screen recording is not working What happened? Also WhatsApp dont send notifications...please fix that!!,other,0.631,@183941 Our apologies. Here is the correct link: https://t.co/bivpdfBNJ6,285177;2557291;1990466,retrieval_template,auto_handle,Intent confidence 0.63 is high and a similar past resolution was found -- safe to auto-handle.
744285,@AppleSupport Nope. I have to unlock the phone to check for messages etc. I've missed important reminders because I'm not getting the notification,other,0.63,"@184055 Thanks for checking. Have you restarted your device when you notice the flashlight isn't powering on? If not, let's do that step.",285678;2280921;519257,retrieval_template,auto_handle,Intent confidence 0.63 is high and a similar past resolution was found -- safe to auto-handle.
617153,@AppleSupport Thank you. Do they have a twitter handle?,positive_or_resolved,0.776,@497988 You're welcome. Feel free to reach out to us if you have anymore questions.,1626272;2688593;152884,retrieval_template,auto_handle,Intent confidence 0.78 is high and a similar past resolution was found -- safe to auto-handle.
1445534,"@AppleSupport No, i’m using a cable from the USB port to my phone",other,0.77,@613016 Thank you.  Which device and iOS version are you using currently?,2440911;1395065;1776385,retrieval_template,auto_handle,Intent confidence 0.77 is high and a similar past resolution was found -- safe to auto-handle.
2319702,"Pls fix this latest update of ios11. To many fucking bugs, my apps keep freezing all the time. @AppleSupport",performance_or_crash,0.59,@159452 We're here to help. Please DM us via the following link with any details you can provide regarding what takes place. https://t.co/GDrqU22YpT,184573;1950539;1241460,retrieval_template,auto_handle,Intent confidence 0.59 is high and a similar past resolution was found -- safe to auto-handle.
2288779,"@AppleSupport look, why tf am I getting all my notifications late as Fuck",other,0.388,@757366  Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,2695012;1166801;546650,retrieval_template,escalate,Intent classifier confidence 0.39 below threshold 0.5 -- unclear what the customer needs.
2093782,@AppleSupport yea why am I? paying 67989 for a phone that GLITCHES WHEN I? USE THE I? AND WHY HAVENT YOU FIXED IT YET?!,other,0.718,"@456278 Let's get this resolved for you. Please send us a DM with your current iOS version, and we'll get started. https://t.co/GDrqU22YpT",1449194;2958764;1442393,retrieval_template,auto_handle,Intent confidence 0.72 is high and a similar past resolution was found -- safe to auto-handle.
2572659,"@AppleSupport I’ve been on both WiFi (am now) and cellular. I take the photo, then it loads (or doesn’t load) and then sometimes won’t let me save edits.",other,0.432,@589840 We want to make sure your iPhone works the way you expect it to. Let's get paired up in DM to get started. https://t.co/GDrqU22YpT,1993048;2127330;1180667,retrieval_template,escalate,Intent classifier confidence 0.43 below threshold 0.5 -- unclear what the customer needs.
1658688,@AppleSupport- have you found a solution for giving us capital “i”s again? Getting sick of I?.,other,0.881,@506054 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1756248;1718209;1507991,retrieval_template,auto_handle,Intent confidence 0.88 is high and a similar past resolution was found -- safe to auto-handle.
1967693,Totally useless update @AppleSupport @115858 my iPhone is pretty much unusable.. looks like @125607 will be getting me back #useless #ios11 how can it be this bad ?,other,0.598,"@556420 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT",1861736;404109;2917319,retrieval_template,auto_handle,Intent confidence 0.60 is high and a similar past resolution was found -- safe to auto-handle.
1875723,@539476 @AppleSupport Huge battery drain on ios 11 updates for iPhone. iPad unaffected.,battery_drain,0.573,@207508 Thanks for reaching out. Let's take a closer look via DM. What kind of iPhone are you using? https://t.co/GDrqU22YpT,386543;1919734;1838860,retrieval_template,auto_handle,Intent confidence 0.57 is high and a similar past resolution was found -- safe to auto-handle.
2569427,@AppleSupport you need to fix this “ I? “ happens every time we type the letter “I”,other,0.847,@487621 We're happy to help. Check out https://t.co/sDSg93LaFu and try the recommended steps. Let us know if you have any questions.,1584673;1551788;1756390,retrieval_template,auto_handle,Intent confidence 0.85 is high and a similar past resolution was found -- safe to auto-handle.
1474751,@123765 if yall don’t fucking update this app &amp; @AppleSupport if y’all don’t fix this fucking problem ??,general_update_complaint,0.41,"@513228 We'd be happy to help. Send us a DM with a few details, and we can start there. https://t.co/GDrqU22YpT",1690531;1762976;1950539,retrieval_template,escalate,Intent classifier confidence 0.41 below threshold 0.5 -- unclear what the customer needs.
2420120,"@AppleSupport Thank you, the email address that sent it has got many spelling mistakes and doesn’t seem real anyway!",other,0.448,@645411 You're very welcome. Please let us know if you have any additional questions. We're happy to do everything we can to help. Have a great night!,2207556;1772155;739837,retrieval_template,escalate,Intent classifier confidence 0.45 below threshold 0.5 -- unclear what the customer needs.
1520177,.@115858 @AppleSupport @2531 WTF IS THIS SHIT?? #iPhone8 #iShit8 https://t.co/6UlQIMEsCE,general_update_complaint,0.65,@477293 We have some steps that might help! Check out this article: https://t.co/xU1AGHStV6 https://t.co/GDrqU22YpT,1539944;311631;1880696,retrieval_template,auto_handle,Intent confidence 0.65 is high and a similar past resolution was found -- safe to auto-handle.
1834643,@AppleSupport DM sent!,other,0.927,@315590 We've received your DM. Be on the lookout for our response there.,821136;999055;2755789,retrieval_template,auto_handle,Intent confidence 0.93 is high and a similar past resolution was found -- safe to auto-handle.
2060336,Anybody having issues with certain apps on Apple Watch Series 2 since #watchOS4? Grids everywhere.... @AppleSupport https://t.co/AFor4argIz,other,0.804,"@223289 We’d love to help. To start, please send us a DM confirming which software version you’re using. https://t.co/GDrqU22YpT",456116;1832743;1651884,retrieval_template,auto_handle,Intent confidence 0.80 is high and a similar past resolution was found -- safe to auto-handle.
208919,@AppleSupport I have cellular data turned off on my iPad. How do I stop the constant notifications asking me to sign up for a data plan?,how_to_question,0.274,"@775385 We can check into this together. Meet us in DM with your iPhone model and current iOS  version, please. https://t.co/GDrqU22YpT",2774453;2480962;1141079,retrieval_template,escalate,Intent classifier confidence 0.27 below threshold 0.5 -- unclear what the customer needs.
35258,"@AppleSupport Hi! Although I have full coverage, even with LTE, on my iPhone, I can’t connect to the internet. Can you help me?",other,0.723,@770295 We're happy to assist. Which macOS version are you currently running? DM us and let us know. https://t.co/GDrqU22YpT,2751475;2070251;2709119,retrieval_template,auto_handle,Intent confidence 0.72 is high and a similar past resolution was found -- safe to auto-handle.
1715616,Hey @AppleSupport can you please explain why the hecking heck all my “I’s” are autocorrecting to this nonsense https://t.co/TqWmoxyDhN,other,0.908,@592404 Let us know in DM which device this occur and your iOS version from Settings &gt; General &gt; About to get started. https://t.co/GDrqU22YpT,2003399;1756097;1700947,retrieval_template,auto_handle,Intent confidence 0.91 is high and a similar past resolution was found -- safe to auto-handle.
2321196,"Updated my phone to iOS 11.0.3 and now my phone won’t stay connected to the WiFi. Cheers @115858 @AppleSupport, there’s my data gone!",other,0.449,@625622 That's no way to start out on a new iOS update. We'll be happy to help with what you're experiencing. What has been happening?,2123902;1706740;1936745,retrieval_template,escalate,Intent classifier confidence 0.45 below threshold 0.5 -- unclear what the customer needs.
1539994,@AppleSupport i need to figure out why my phone has no service it was working perfectly fine earlier !! :/,other,0.876,@593056 We can help you out. Take a gander at the following article and DM us with any questions. Thanks. https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,2005479;2125124;1192987,retrieval_template,auto_handle,Intent confidence 0.88 is high and a similar past resolution was found -- safe to auto-handle.
441371,My phone as been typing these weird ass symbols ever since I? did the latest update... I? I? I? I? I? I? I? . Please explain @115858 @AppleSupport,other,0.814,@592408 Happy to help find out why this is happening. DM us with your model iPhone you have and we'll get started. https://t.co/GDrqU22YpT,2003408;337456;2010106,retrieval_template,auto_handle,Intent confidence 0.81 is high and a similar past resolution was found -- safe to auto-handle.
2490771,"@AppleSupport so I just purchased a song on iTunes and downloaded it, but this is popping up and I can't rebuy the song. What do I do? https://t.co/oFUduFIFEw",other,0.342,@537341 Thanks for reaching out to us. We are always happy to help. Send us a DM with more details so we can look into this together. https://t.co/GDrqU22YpT,1788807;718059;2466764,retrieval_template,escalate,Intent classifier confidence 0.34 below threshold 0.5 -- unclear what the customer needs.
2361666,@644979 @AppleSupport Same with me. I have iphone 7 and the battery drains very quickly. Though i use it a lot but still the battery drains very quickly.  And this wasn’t the same before the update,battery_drain,0.451,@351168 We’d be glad to look into that more. Can you start by confirming what model Watch you have as well as the current WatchOS and iOS version your devices have installed? Let us know in DM. https://t.co/GDrqU22YpT,2552418;1898911;1580476,retrieval_template,escalate,Intent classifier confidence 0.45 below threshold 0.5 -- unclear what the customer needs.
910555,updated my phone and it still keeps self restarting i need answers!!! @115858 @AppleSupport,other,0.787,@558915 This is not the experience we want you to have after updating. Reach out to us in DM with more information. https://t.co/GDrqU22YpT,1871595;1539271;2630131,retrieval_template,auto_handle,Intent confidence 0.79 is high and a similar past resolution was found -- safe to auto-handle.
2911730,"@AppleSupport if my iPhone is powered off, can my Apple Watch series 3 with cellular still receive calls over the cellular network.",other,0.393,"@274465 When your iPhone is off or out of range, your Apple Watch can use Wi-Fi networks that you've connected to previously on your iPhone to send and receive messages. Learn more here: https://t.co/xZKvlmfdD9",649798;2413019;1832743,retrieval_template,escalate,Intent classifier confidence 0.39 below threshold 0.5 -- unclear what the customer needs.
743455,"@AppleSupport Hmm, I don't know what caused the lack of syncing, but after the iOS 11.0.3 update all playlists are synced ??",other,0.823,"@553706 Let us look into that with you. Do you notice this more with certain applications or features? DM us back, we'll continue there. https://t.co/GDrqU22YpT",1849291;187432;794626,retrieval_template,auto_handle,Intent confidence 0.82 is high and a similar past resolution was found -- safe to auto-handle.
2020312,@AppleSupport @115858 yo I updated my iPhone 6 and now I can’t use my Touch ID and it deleted all my finger prints on my phone. What gives? https://t.co/ravhbTei6J,other,0.671,@156798 Check out this link for your options on using Face ID: https://t.co/5dZ9R889O9,2585631;1839673;2577039,retrieval_template,auto_handle,Intent confidence 0.67 is high and a similar past resolution was found -- safe to auto-handle.
287500,"@AppleSupport Hi. There’s frequently no clock/unlock info on the lock screen,  as seen in left image. Not sure if it’s hiding notifications too.",other,0.617,@376977 This can help https://t.co/nLbyAohjV7 If you have any additional questions please send us a DM. https://t.co/GDrqU22YpT,1089275;259433;1076335,retrieval_template,auto_handle,Intent confidence 0.62 is high and a similar past resolution was found -- safe to auto-handle.
646938,@AppleSupport I meant I tried all your steps and It did not help me.,other,0.902,@390163  Our iTunes Store team can help with the subscription. You can reach them here: https://t.co/SDIe7UiyJN,1147951;2482415;1487459,retrieval_template,auto_handle,Intent confidence 0.90 is high and a similar past resolution was found -- safe to auto-handle.
1338115,@AppleSupport how do I get a CDMA capable iPhone if I’m using AT&amp;T? Btw I’m paying full price to get it! ??,how_to_question,0.562,@352842 We'd love to help. You can use these steps to change the watch face: https://t.co/FC1esH8vt0,982055;1940340;720581,retrieval_template,auto_handle,Intent confidence 0.56 is high and a similar past resolution was found -- safe to auto-handle.
1082456,This new iOS update is horrible!  I feel like my phone is always on the charger. @AppleSupport,other,0.776,@361200 Let's work together in DM. May we ask which iPhone you have and the iOS version you're currently on? https://t.co/GDrqU22YpT,1019364;993303;2690782,retrieval_template,auto_handle,Intent confidence 0.78 is high and a similar past resolution was found -- safe to auto-handle.
1655533,"@AppleSupport Air drop will not work on my iphoneX. iOS is the latest. I tried to fix by many method, reset the setting, reset &amp; restore, but couldn't.",other,0.7,"@760763 We want to take a look into this with you. Send us your current iOS version in DM, and we’ll provide some information to you there. https://t.co/GDrqU22YpT",2709117;2128181;1079186,retrieval_template,auto_handle,Intent confidence 0.70 is high and a similar past resolution was found -- safe to auto-handle.
1535599,@AppleSupport updated to the latest iOS and shortly thereafter my phone shows no service contacted carrier they found no reason as to why,other,0.831,@339705 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,925927;1997792;2025895,retrieval_template,auto_handle,Intent confidence 0.83 is high and a similar past resolution was found -- safe to auto-handle.
2552304,@AppleSupport I cannot complete latest OS update. This is installer log. https://t.co/xa9Mpej70r,other,0.86,@218885 Thank you for reaching out. Can you tell us what is happening when you get this message?,437437;1543318;396104,retrieval_template,auto_handle,Intent confidence 0.86 is high and a similar past resolution was found -- safe to auto-handle.
2487234,@AppleSupport Is there any way to bring back the old ‘spreadsheet’ type browser? Millions of tiles are like a haystack with ten needles in it,other,0.66,"@246584 Great question!  Currently, there isn't a way to do that from your iPhone.  We welcome your feedback here: https://t.co/J46COPJzUo",2856763;2127282;339719,retrieval_template,auto_handle,Intent confidence 0.66 is high and a similar past resolution was found -- safe to auto-handle.
582788,how come my phone fucking pauses my music or youtube everytime i get a mfing snapchat @AppleSupport @124423 fix this,other,0.534,@155349  We'd be happy to help with your iPhone. May we have your current iOS version from Settings &gt; General &gt; About?,1950539;1578490;1011784,retrieval_template,auto_handle,Intent confidence 0.53 is high and a similar past resolution was found -- safe to auto-handle.
2517146,Fix my phone @AppleSupport ! I? I? I? I?,other,0.86,@207588 We're here to help. Can you provide us with what issue(s) you're experiencing with your device exactly?,386893;565941;1566034,retrieval_template,auto_handle,Intent confidence 0.86 is high and a similar past resolution was found -- safe to auto-handle.
1929675,@AppleSupport i cant make a new apple id system https://t.co/t6TgRSdkir,other,0.835,@692162 Got it.  Please reach out with the link we provided.,2406746;852588;2302102,retrieval_template,auto_handle,Intent confidence 0.83 is high and a similar past resolution was found -- safe to auto-handle.
2615270,"@AppleSupport What is the icon in the top right corner. I’m good with battery, Bluetooth, location, the next one. https://t.co/SvSJA1uEbS",other,0.724,"@220618 No worries, we'll provide the link again to help you check: https://t.co/otCvUAaFQq",445965;218913;1641214,retrieval_template,auto_handle,Intent confidence 0.72 is high and a similar past resolution was found -- safe to auto-handle.
2973446,.@AppleSupport I’m receiving double push notifications at once and I have repeating emoji‘s in my keyboard. What’s up with this? I’m on the latest iOS update and I have an iPhone 7. https://t.co/5MOwSDyDk4,other,0.655,"@447537 OK! So we can look into options available for your region, please reply in DM with your current country. https://t.co/GDrqU22YpT",1409143;1776785;2953822,retrieval_template,auto_handle,Intent confidence 0.66 is high and a similar past resolution was found -- safe to auto-handle.
585863,@AppleSupport iOS 10.3.3. when you open the camera it's already blurry. i already tried to reset the settings but it doesn't work,other,0.82,@179912 We appreciate your effort. Please DM us and we'll further review this for you. https://t.co/GDrqU2kzhr,325900;2127254;1509908,retrieval_template,auto_handle,Intent confidence 0.82 is high and a similar past resolution was found -- safe to auto-handle.
740998,@AppleSupport can you hurry and sort the Calender out on the Iphone 8plus iOS11.0.2 I use my phone for work and it’s redundant and freezes,other,0.424,@483222 Check out this article for help. If you type the letter “i” &amp; it autocorrects to an “A” with a symbol: https://t.co/xXaXeeSRt9,1565222;2517101;2420070,retrieval_template,escalate,Intent classifier confidence 0.42 below threshold 0.5 -- unclear what the customer needs.
151510,@AppleSupport Thank you!  I'll get on it.,positive_or_resolved,0.68,@645411 You're very welcome. Please let us know if you have any additional questions. We're happy to do everything we can to help. Have a great night!,2207556;152884;2688593,retrieval_template,auto_handle,Intent confidence 0.68 is high and a similar past resolution was found -- safe to auto-handle.
1699908,My phone dies in literally 0.5 seconds wtf I haven’t even had it for a year this is ridiculous @AppleSupport,other,0.517,@516262 You've done a lot of great steps already to get your Podcasts app running smoothly. Have you deleted and re-installed the app?,1702946;2403596;2495193,retrieval_template,auto_handle,Intent confidence 0.52 is high and a similar past resolution was found -- safe to auto-handle.
